"","ProjectName","PlotID","LineID","Meter.Mark","AIM.Species.Woody","AIM.Height.Woody","AIM.Species.Herbaceous","AIM.Height.Herbaceous","AIM.Herbaceous.Habit","AIM.Herbaceous.Duration","HAF.Species.Woody","HAF.Height.Woody","HAF.Species.PF","HAF.Height.PF","HAF.Species.PG","HAF.Height.PG","HAF.Height.Herbaceous","AIM.Height.PG","AIM.Height.PF"
"6278","JER 2015","Jornada.A","1",12,"FLCE",99,"PG1",36,"Graminoid","Perennial","FLCE",91,NA,NA,"PG1",30,30,36,NA
"6279","JER 2015","Jornada.A","1",12.5,"FLCE",66,"PG1",44,"Graminoid","Perennial",NA,NA,NA,NA,"PG1",45,45,44,NA
"6280","JER 2015","Jornada.A","1",13,"FLCE",83,"PG1",36,"Graminoid","Perennial","FLCE",104,NA,NA,"BODA2",18,18,36,NA
"6281","JER 2015","Jornada.A","1",13.5,"FLCE",112,"BODA2",55,"Graminoid","Perennial",NA,NA,NA,NA,"BODA2",40,40,55,NA
"6282","JER 2015","Jornada.A","1",14,"FLCE",93,"BODA2",55,"Graminoid","Perennial",NA,NA,NA,NA,"BODA2",51,51,55,NA
"6283","JER 2015","Jornada.A","1",14.5,"FLCE",64,"BODA2",20,"Graminoid","Perennial",NA,NA,NA,NA,NA,NA,NA,20,NA
"6284","JER 2015","Jornada.A","1",15,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6285","JER 2015","Jornada.A","1",15.5,NA,NA,"ACHY",26,"Graminoid","Perennial",NA,NA,NA,NA,"ACHY",24,24,26,NA
"6286","JER 2015","Jornada.A","1",16,NA,NA,"ACHY",13,"Graminoid","Perennial",NA,NA,NA,NA,NA,NA,NA,13,NA
"6287","JER 2015","Jornada.A","1",16.5,"S2",65,"ACHY",16,"Graminoid","Perennial","S2",79,NA,NA,"ACHY",16,16,16,NA
"6288","JER 2015","Jornada.A","1",17,"FLCE",77,"PG4",29,"Graminoid","Perennial",NA,NA,NA,NA,"BOCU",54,54,29,NA
"6289","JER 2015","Jornada.A","1",17.5,"FLCE",43,"SOEL",25,"Forb","Perennial","FLCE",94,NA,NA,NA,NA,NA,NA,25
"6290","JER 2015","Jornada.A","1",18,"FLCE",74,"BODA2",28,"Graminoid","Perennial",NA,NA,NA,NA,"BODA2",34,34,28,NA
"6291","JER 2015","Jornada.A","1",18.5,"FLCE",55,"BOCU",61,"Graminoid","Perennial","FLCE",83,NA,NA,"BOCU",27,27,61,NA
"6292","JER 2015","Jornada.A","1",19,NA,NA,"BODA2",20,"Graminoid","Perennial",NA,NA,NA,NA,"BODA2",13,13,20,NA
"6293","JER 2015","Jornada.A","1",19.5,NA,NA,"BODA2",14,"Graminoid","Perennial",NA,NA,NA,NA,NA,NA,NA,14,NA
"6294","JER 2015","Jornada.A","1",2,NA,NA,"PG1",47,"Graminoid","Perennial",NA,NA,NA,NA,"PG1",50,50,47,NA
"6295","JER 2015","Jornada.A","1",2.5,NA,NA,"PG1",45,"Graminoid","Perennial",NA,NA,NA,NA,NA,NA,NA,45,NA
"6296","JER 2015","Jornada.A","1",20,NA,NA,"BODA2",11,"Graminoid","Perennial",NA,NA,NA,NA,NA,NA,NA,11,NA
"6297","JER 2015","Jornada.A","1",20.5,"FLCE",40,NA,NA,"","","FLCE",93,NA,NA,NA,NA,NA,NA,NA
"6298","JER 2015","Jornada.A","1",21,NA,NA,"BODA2",14,"Graminoid","Perennial",NA,NA,NA,NA,NA,NA,NA,14,NA
"6299","JER 2015","Jornada.A","1",21.5,NA,NA,"BODA2",10,"Graminoid","Perennial",NA,NA,NA,NA,"BODA2",10,10,10,NA
"6300","JER 2015","Jornada.A","1",22,NA,NA,"BODA2",20,"Graminoid","Perennial",NA,NA,NA,NA,"BODA2",16,16,20,NA
"6301","JER 2015","Jornada.A","1",22.5,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6302","JER 2015","Jornada.A","1",23,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6303","JER 2015","Jornada.A","1",23.5,NA,NA,"ACHY",11,"Graminoid","Perennial",NA,NA,NA,NA,NA,NA,NA,11,NA
"6304","JER 2015","Jornada.A","1",24,"FLCE",79,"ACHY",15,"Graminoid","Perennial",NA,NA,NA,NA,NA,NA,NA,15,NA
"6305","JER 2015","Jornada.A","1",24.5,"FLCE",98,NA,NA,"","","FLCE",106,NA,NA,NA,NA,NA,NA,NA
"6306","JER 2015","Jornada.A","1",25,"FLCE",98,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6307","JER 2015","Jornada.A","1",3,NA,NA,"PG1",55,"Graminoid","Perennial",NA,NA,NA,NA,NA,NA,NA,55,NA
"6308","JER 2015","Jornada.A","1",3.5,NA,NA,"PG1",49,"Graminoid","Perennial",NA,NA,NA,NA,"PG1",59,59,49,NA
"6309","JER 2015","Jornada.A","1",4,NA,NA,"PG1",40,"Graminoid","Perennial",NA,NA,NA,NA,"PG1",42,42,40,NA
"6310","JER 2015","Jornada.A","1",4.5,NA,NA,"PG1",49,"Graminoid","Perennial",NA,NA,NA,NA,"PG1",43,43,49,NA
"6311","JER 2015","Jornada.A","1",5,NA,NA,"PG1",53,"Graminoid","Perennial",NA,NA,NA,NA,"PG1",51,51,53,NA
"6312","JER 2015","Jornada.A","1",5.5,NA,NA,"PG1",46,"Graminoid","Perennial",NA,NA,NA,NA,"PG1",48,48,46,NA
"6313","JER 2015","Jornada.A","1",6,NA,NA,"PG1",52,"Graminoid","Perennial",NA,NA,NA,NA,"PG1",42,42,52,NA
"6314","JER 2015","Jornada.A","1",6.5,"FLCE",80,"PG1",46,"Graminoid","Perennial",NA,NA,NA,NA,"PG1",48,48,46,NA
"6315","JER 2015","Jornada.A","1",7,"FLCE",78,"PG1",45,"Graminoid","Perennial","FLCE",115,NA,NA,"PG1",62,62,45,NA
"6316","JER 2015","Jornada.A","1",7.5,"FLCE",120,NA,NA,"","",NA,NA,NA,NA,"BODA2",79,79,NA,NA
"6317","JER 2015","Jornada.A","1",8,"FLCE",84,"PG1",40,"Graminoid","Perennial",NA,NA,NA,NA,"PG1",36,36,40,NA
"6318","JER 2015","Jornada.A","1",8.5,NA,NA,"PG1",51,"Graminoid","Perennial",NA,NA,NA,NA,"PG1",47,47,51,NA
"6319","JER 2015","Jornada.A","1",9,NA,NA,"PG1",55,"Graminoid","Perennial",NA,NA,NA,NA,"PG1",47,47,55,NA
"6320","JER 2015","Jornada.A","1",9.5,NA,NA,"PG1",35,"Graminoid","Perennial",NA,NA,NA,NA,"PG1",32,32,35,NA
"6321","JER 2015","Jornada.A","2",0.5,NA,NA,"PG6",16,"Graminoid","Perennial",NA,NA,NA,NA,NA,NA,NA,16,NA
"6322","JER 2015","Jornada.A","2",1,NA,NA,"PG6",14,"Graminoid","Perennial",NA,NA,NA,NA,NA,NA,NA,14,NA
"6323","JER 2015","Jornada.A","2",1.5,NA,NA,"PG6",13,"Graminoid","Perennial",NA,NA,NA,NA,"PG6",13,13,13,NA
"6324","JER 2015","Jornada.A","2",10,"FLCE",30,"PG1",34,"Graminoid","Perennial",NA,NA,NA,NA,"PG1",25,25,34,NA
"6325","JER 2015","Jornada.A","2",10.5,NA,NA,"PG1",21,"Graminoid","Perennial",NA,NA,NA,NA,NA,NA,NA,21,NA
"6326","JER 2015","Jornada.A","2",11,NA,NA,"PG1",39,"Graminoid","Perennial",NA,NA,NA,NA,"PG1",26,26,39,NA
"6327","JER 2015","Jornada.A","2",11.5,NA,NA,"PG1",34,"Graminoid","Perennial",NA,NA,NA,NA,NA,NA,NA,34,NA
"6328","JER 2015","Jornada.A","2",12,NA,NA,"PG1",30,"Graminoid","Perennial",NA,NA,NA,NA,NA,NA,NA,30,NA
"6329","JER 2015","Jornada.A","2",12.5,NA,NA,"PG1",27,"Graminoid","Perennial",NA,NA,NA,NA,"PG1",34,34,27,NA
"6330","JER 2015","Jornada.A","2",13,NA,NA,"PG1",30,"Graminoid","Perennial",NA,NA,NA,NA,"PG1",29,29,30,NA
"6331","JER 2015","Jornada.A","2",13.5,NA,NA,"PG1",31,"Graminoid","Perennial",NA,NA,"F1",18,"PG1",34,34,31,NA
"6332","JER 2015","Jornada.A","2",14,NA,NA,"PG1",37,"Graminoid","Perennial",NA,NA,NA,NA,NA,NA,NA,37,NA
"6333","JER 2015","Jornada.A","2",14.5,NA,NA,"PG1",39,"Graminoid","Perennial",NA,NA,NA,NA,"PG1",39,39,39,NA
"6334","JER 2015","Jornada.A","2",15,NA,NA,"PG1",51,"Graminoid","Perennial",NA,NA,NA,NA,"PG1",51,51,51,NA
"6335","JER 2015","Jornada.A","2",15.5,NA,NA,"PG1",19,"Graminoid","Perennial",NA,NA,NA,NA,NA,NA,NA,19,NA
"6336","JER 2015","Jornada.A","2",16,NA,NA,"PG1",16,"Graminoid","Perennial",NA,NA,NA,NA,"PG1",14,14,16,NA
"6337","JER 2015","Jornada.A","2",16.5,NA,NA,"PG1",34,"Graminoid","Perennial",NA,NA,NA,NA,"PG1",40,40,34,NA
"6338","JER 2015","Jornada.A","2",17,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6339","JER 2015","Jornada.A","2",17.5,"PRGL2",81,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6340","JER 2015","Jornada.A","2",18,"PRGL2",81,NA,NA,"","","FLCE",53,NA,NA,NA,NA,NA,NA,NA
"6341","JER 2015","Jornada.A","2",18.5,"PRGL2",72,NA,NA,"","","PRGL2",NA,NA,NA,NA,NA,NA,NA,NA
"6342","JER 2015","Jornada.A","2",19,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6343","JER 2015","Jornada.A","2",19.5,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6344","JER 2015","Jornada.A","2",2,NA,NA,"PG6",15,"Graminoid","Perennial",NA,NA,NA,NA,NA,NA,NA,15,NA
"6345","JER 2015","Jornada.A","2",2.5,NA,NA,"PG1",45,"Graminoid","Perennial",NA,NA,NA,NA,"PG1",41,41,45,NA
"6346","JER 2015","Jornada.A","2",20,NA,NA,"PG1",27,"Graminoid","Perennial",NA,NA,NA,NA,"PG1",27,27,27,NA
"6347","JER 2015","Jornada.A","2",20.5,NA,NA,"PG1",35,"Graminoid","Perennial",NA,NA,NA,NA,NA,NA,NA,35,NA
"6348","JER 2015","Jornada.A","2",21,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6349","JER 2015","Jornada.A","2",21.5,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6350","JER 2015","Jornada.A","2",22,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6351","JER 2015","Jornada.A","2",22.5,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6352","JER 2015","Jornada.A","2",23,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6353","JER 2015","Jornada.A","2",23.5,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6354","JER 2015","Jornada.A","2",24,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6355","JER 2015","Jornada.A","2",24.5,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6356","JER 2015","Jornada.A","2",25,NA,NA,"PG1",10,"Graminoid","Perennial",NA,NA,NA,NA,NA,NA,NA,10,NA
"6357","JER 2015","Jornada.A","2",3,NA,NA,"PG1",49,"Graminoid","Perennial",NA,NA,NA,NA,"PG1",50,50,49,NA
"6358","JER 2015","Jornada.A","2",3.5,NA,NA,"PG1",51,"Graminoid","Perennial",NA,NA,NA,NA,"PG1",53,53,51,NA
"6359","JER 2015","Jornada.A","2",4,"FLCE",69,"PG1",50,"Graminoid","Perennial",NA,NA,NA,NA,"PG1",41,41,50,NA
"6360","JER 2015","Jornada.A","2",4.5,"FLCE",49,"PG1",47,"Graminoid","Perennial",NA,NA,NA,NA,"PG1",41,41,47,NA
"6361","JER 2015","Jornada.A","2",5,"FLCE",120,"BODA2",46,"Graminoid","Perennial","FLCE",55,NA,NA,"PG1",26,26,46,NA
"6362","JER 2015","Jornada.A","2",5.5,"FLCE",96,"PG1",21,"Graminoid","Perennial",NA,NA,NA,NA,"PG1",21,21,21,NA
"6363","JER 2015","Jornada.A","2",6,"FLCE",52,"PG1",30,"Graminoid","Perennial",NA,NA,NA,NA,"PG1",14,14,30,NA
"6364","JER 2015","Jornada.A","2",6.5,NA,NA,"PG1",33,"Graminoid","Perennial",NA,NA,NA,NA,NA,NA,NA,33,NA
"6365","JER 2015","Jornada.A","2",7,NA,NA,"PG1",52,"Graminoid","Perennial",NA,NA,NA,NA,"PG1",25,25,52,NA
"6366","JER 2015","Jornada.A","2",7.5,NA,NA,"PG1",29,"Graminoid","Perennial",NA,NA,NA,NA,NA,NA,NA,29,NA
"6367","JER 2015","Jornada.A","2",8,NA,NA,"PG1",44,"Graminoid","Perennial",NA,NA,NA,NA,"PG1",22,22,44,NA
"6368","JER 2015","Jornada.A","2",8.5,NA,NA,"PG1",36,"Graminoid","Perennial",NA,NA,NA,NA,"PG1",41,41,36,NA
"6369","JER 2015","Jornada.A","2",9,NA,NA,"PG1",32,"Graminoid","Perennial",NA,NA,NA,NA,"PG1",36,36,32,NA
"6370","JER 2015","Jornada.A","2",9.5,NA,NA,"PG1",30,"Graminoid","Perennial",NA,NA,NA,NA,NA,NA,NA,30,NA
"6371","JER 2015","Jornada.B","1",0.5,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6372","JER 2015","Jornada.B","1",1,NA,NA,"F1",5,"Forb","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6373","JER 2015","Jornada.B","1",1.5,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6374","JER 2015","Jornada.B","1",10,NA,NA,"PLMU3",57,"Graminoid","Perennial",NA,NA,NA,NA,"PLMU3",47,47,57,NA
"6375","JER 2015","Jornada.B","1",10.5,NA,NA,"PLMU3",67,"Graminoid","Perennial",NA,NA,NA,NA,"PLMU3",54,54,67,NA
"6376","JER 2015","Jornada.B","1",11,NA,NA,"PLMU3",60,"Graminoid","Perennial",NA,NA,NA,NA,"PLMU3",57,57,60,NA
"6377","JER 2015","Jornada.B","1",11.5,"FLCE",43,"PLMU3",53,"Graminoid","Perennial",NA,NA,NA,NA,"PLMU3",49,49,53,NA
"6378","JER 2015","Jornada.B","1",12,"FLCE",84,"PLMU3",61,"Graminoid","Perennial",NA,NA,NA,NA,NA,NA,NA,61,NA
"6379","JER 2015","Jornada.B","1",12.5,"FLCE",44,"PLMU3",72,"Graminoid","Perennial",NA,NA,NA,NA,NA,NA,NA,72,NA
"6380","JER 2015","Jornada.B","1",13,NA,NA,"PLMU3",63,"Graminoid","Perennial",NA,NA,NA,NA,"PLMU3",51,51,63,NA
"6381","JER 2015","Jornada.B","1",13.5,NA,NA,"PLMU3",69,"Graminoid","Perennial",NA,NA,NA,NA,"PLMU3",52,52,69,NA
"6382","JER 2015","Jornada.B","1",14,"FLCE",54,"PLMU3",69,"Graminoid","Perennial",NA,NA,NA,NA,"PLMU3",64,64,69,NA
"6383","JER 2015","Jornada.B","1",14.5,NA,NA,"PLMU3",56,"Graminoid","Perennial",NA,NA,NA,NA,"PLMU3",43,43,56,NA
"6384","JER 2015","Jornada.B","1",15,NA,NA,"PLMU3",55,"Graminoid","Perennial",NA,NA,NA,NA,"PLMU3",37,37,55,NA
"6385","JER 2015","Jornada.B","1",15.5,NA,NA,"PLMU3",54,"Graminoid","Perennial",NA,NA,NA,NA,"PLMU3",34,34,54,NA
"6386","JER 2015","Jornada.B","1",16,NA,NA,"PLMU3",50,"Graminoid","Perennial",NA,NA,NA,NA,"PLMU3",48,48,50,NA
"6387","JER 2015","Jornada.B","1",16.5,NA,NA,"PLMU3",63,"Graminoid","Perennial",NA,NA,NA,NA,"PLMU3",54,54,63,NA
"6388","JER 2015","Jornada.B","1",17,NA,NA,"PLMU3",62,"Graminoid","Perennial",NA,NA,NA,NA,"PLMU3",60,60,62,NA
"6389","JER 2015","Jornada.B","1",17.5,NA,NA,"PLMU3",60,"Graminoid","Perennial",NA,NA,NA,NA,"PLMU3",61,61,60,NA
"6390","JER 2015","Jornada.B","1",18,NA,NA,"ACHY",39,"Graminoid","Perennial",NA,NA,NA,NA,"ACHY",26,26,39,NA
"6391","JER 2015","Jornada.B","1",18.5,NA,NA,"ACHY",27,"Graminoid","Perennial",NA,NA,NA,NA,"ACHY",21,21,27,NA
"6392","JER 2015","Jornada.B","1",19,NA,NA,"PLMU3",39,"Graminoid","Perennial",NA,NA,NA,NA,"PLMU3",53,53,39,NA
"6393","JER 2015","Jornada.B","1",19.5,NA,NA,"PLMU3",56,"Graminoid","Perennial",NA,NA,NA,NA,"PLMU3",57,57,56,NA
"6394","JER 2015","Jornada.B","1",2,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6395","JER 2015","Jornada.B","1",2.5,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6396","JER 2015","Jornada.B","1",20,"FLCE",74,"PLMU3",69,"Graminoid","Perennial",NA,NA,NA,NA,"PLMU3",70,70,69,NA
"6397","JER 2015","Jornada.B","1",20.5,"FLCE",46,"PLMU3",58,"Graminoid","Perennial",NA,NA,NA,NA,"PLMU3",48,48,58,NA
"6398","JER 2015","Jornada.B","1",21,NA,NA,"PLMU3",59,"Graminoid","Perennial",NA,NA,NA,NA,"PLMU3",48,48,59,NA
"6399","JER 2015","Jornada.B","1",21.5,NA,NA,"PLMU3",62,"Graminoid","Perennial",NA,NA,NA,NA,"PLMU3",46,46,62,NA
"6400","JER 2015","Jornada.B","1",22,"FLCE",66,"PLMU3",53,"Graminoid","Perennial",NA,NA,NA,NA,"PLMU3",52,52,53,NA
"6401","JER 2015","Jornada.B","1",22.5,"FLCE",NA,"PLMU3",56,"Graminoid","Perennial",NA,NA,NA,NA,"PLMU3",55,55,56,NA
"6402","JER 2015","Jornada.B","1",23,"FLCE",66,"PLMU3",71,"Graminoid","Perennial",NA,NA,NA,NA,"PLMU3",65,65,71,NA
"6403","JER 2015","Jornada.B","1",23.5,NA,NA,"PLMU3",55,"Graminoid","Perennial",NA,NA,NA,NA,"PLMU3",53,53,55,NA
"6404","JER 2015","Jornada.B","1",24,NA,NA,"PLMU3",54,"Graminoid","Perennial",NA,NA,NA,NA,"PLMU3",66,66,54,NA
"6405","JER 2015","Jornada.B","1",24.5,"FLCE",70,"PLMU3",71,"Graminoid","Perennial",NA,NA,NA,NA,"PLMU3",55,55,71,NA
"6406","JER 2015","Jornada.B","1",25,"FLCE",74,"PLMU3",53,"Graminoid","Perennial",NA,NA,NA,NA,"PLMU3",53,53,53,NA
"6407","JER 2015","Jornada.B","1",3,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6408","JER 2015","Jornada.B","1",3.5,NA,NA,"PLMU3",18,"Graminoid","Perennial",NA,NA,NA,NA,NA,NA,NA,18,NA
"6409","JER 2015","Jornada.B","1",4,"FLCE",35,"PLMU3",40,"Graminoid","Perennial",NA,NA,NA,NA,"PLMU3",47,47,40,NA
"6410","JER 2015","Jornada.B","1",4.5,NA,NA,"PLMU3",47,"Graminoid","Perennial",NA,NA,NA,NA,"PLMU3",45,45,47,NA
"6411","JER 2015","Jornada.B","1",5,"FLCE",51,"PLMU3",37,"Graminoid","Perennial",NA,NA,NA,NA,"PLMU3",35,35,37,NA
"6412","JER 2015","Jornada.B","1",5.5,NA,NA,"PLMU3",56,"Graminoid","Perennial",NA,NA,NA,NA,"PLMU3",35,35,56,NA
"6413","JER 2015","Jornada.B","1",6,NA,NA,"PLMU3",60,"Graminoid","Perennial",NA,NA,NA,NA,"PLMU3",45,45,60,NA
"6414","JER 2015","Jornada.B","1",6.5,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6415","JER 2015","Jornada.B","1",7,NA,NA,"SOEL",8,"Forb","Perennial",NA,NA,NA,NA,NA,NA,NA,NA,8
"6416","JER 2015","Jornada.B","1",7.5,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6417","JER 2015","Jornada.B","1",8,NA,NA,"SOEL",7,"Forb","Perennial",NA,NA,NA,NA,NA,NA,NA,NA,7
"6418","JER 2015","Jornada.B","1",8.5,NA,NA,"PLMU3",66,"Graminoid","Perennial",NA,NA,NA,NA,"PLMU3",54,54,66,NA
"6419","JER 2015","Jornada.B","1",9,NA,NA,"PLMU3",69,"Graminoid","Perennial",NA,NA,NA,NA,"PLMU3",69,69,69,NA
"6420","JER 2015","Jornada.B","1",9.5,NA,NA,"PLMU3",58,"Graminoid","Perennial",NA,NA,NA,NA,"PLMU3",57,57,58,NA
"6421","JER 2015","Jornada.B","2",0.5,NA,NA,"F1",14,"Forb","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6422","JER 2015","Jornada.B","2",1,NA,NA,"F1",9,"Forb","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6423","JER 2015","Jornada.B","2",1.5,NA,NA,"F1",15,"Forb","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6424","JER 2015","Jornada.B","2",10,NA,NA,"BODA2",50,"Graminoid","Perennial",NA,NA,NA,NA,"BODA2",37,37,50,NA
"6425","JER 2015","Jornada.B","2",10.5,NA,NA,"BODA2",48,"Graminoid","Perennial",NA,NA,NA,NA,"BODA2",46,46,48,NA
"6426","JER 2015","Jornada.B","2",11,NA,NA,"BODA2",53,"Graminoid","Perennial",NA,NA,NA,NA,"BODA2",49,49,53,NA
"6427","JER 2015","Jornada.B","2",11.5,NA,NA,"BODA2",60,"Graminoid","Perennial",NA,NA,NA,NA,"BODA2",55,55,60,NA
"6428","JER 2015","Jornada.B","2",12,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6429","JER 2015","Jornada.B","2",12.5,NA,NA,"BODA2",63,"Graminoid","Perennial",NA,NA,NA,NA,NA,NA,NA,63,NA
"6430","JER 2015","Jornada.B","2",13,NA,NA,"BODA2",70,"Graminoid","Perennial",NA,NA,NA,NA,"BODA2",55,55,70,NA
"6431","JER 2015","Jornada.B","2",13.5,"FLCE",83,"BODA2",61,"Graminoid","Perennial","FLCE",95,NA,NA,"BODA2",54,54,61,NA
"6432","JER 2015","Jornada.B","2",14,"FLCE",93,"BODA2",66,"Graminoid","Perennial",NA,NA,NA,NA,"BODA2",63,63,66,NA
"6433","JER 2015","Jornada.B","2",14.5,"FLCE",104,"BODA2",66,"Graminoid","Perennial",NA,NA,NA,NA,"BODA2",35,35,66,NA
"6434","JER 2015","Jornada.B","2",15,"FLCE",57,"BODA2",44,"Graminoid","Perennial",NA,NA,NA,NA,NA,NA,NA,44,NA
"6435","JER 2015","Jornada.B","2",15.5,NA,NA,"BODA2",56,"Graminoid","Perennial",NA,NA,NA,NA,"BODA2",47,47,56,NA
"6436","JER 2015","Jornada.B","2",16,NA,NA,"BODA2",39,"Graminoid","Perennial",NA,NA,NA,NA,NA,NA,NA,39,NA
"6437","JER 2015","Jornada.B","2",16.5,NA,NA,"BODA2",46,"Graminoid","Perennial",NA,NA,NA,NA,"BODA2",44,44,46,NA
"6438","JER 2015","Jornada.B","2",17,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6439","JER 2015","Jornada.B","2",17.5,NA,NA,"SOEL",15,"Forb","Perennial",NA,NA,NA,NA,NA,NA,NA,NA,15
"6440","JER 2015","Jornada.B","2",18,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6441","JER 2015","Jornada.B","2",18.5,NA,NA,"SOEL",19,"Forb","Perennial",NA,NA,NA,NA,NA,NA,NA,NA,19
"6442","JER 2015","Jornada.B","2",19,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6443","JER 2015","Jornada.B","2",19.5,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6444","JER 2015","Jornada.B","2",2,"FLCE",55,"PLMU3",35,"Graminoid","Perennial","FLCE",46,NA,NA,NA,NA,NA,35,NA
"6445","JER 2015","Jornada.B","2",2.5,"FLCE",64,"BODA2",44,"Graminoid","Perennial",NA,NA,"F1",29,"BODA2",48,48,44,NA
"6446","JER 2015","Jornada.B","2",20,"CYLE8",NA,"BODA2",38,"Graminoid","Perennial",NA,NA,NA,NA,NA,NA,NA,38,NA
"6447","JER 2015","Jornada.B","2",20.5,NA,NA,"BODA2",59,"Graminoid","Perennial",NA,NA,NA,NA,NA,NA,NA,59,NA
"6448","JER 2015","Jornada.B","2",21,NA,NA,"BODA2",44,"Graminoid","Perennial",NA,NA,"F1",14,"BODA2",44,44,44,NA
"6449","JER 2015","Jornada.B","2",21.5,NA,NA,"BODA2",49,"Graminoid","Perennial",NA,NA,NA,NA,"BODA2",47,47,49,NA
"6450","JER 2015","Jornada.B","2",22,NA,NA,"BODA2",25,"Graminoid","Perennial",NA,NA,NA,NA,NA,NA,NA,25,NA
"6451","JER 2015","Jornada.B","2",22.5,NA,NA,"BODA2",58,"Graminoid","Perennial",NA,NA,NA,NA,NA,NA,NA,58,NA
"6452","JER 2015","Jornada.B","2",23,NA,NA,"BODA2",19,"Graminoid","Perennial",NA,NA,NA,NA,NA,NA,NA,19,NA
"6453","JER 2015","Jornada.B","2",23.5,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6454","JER 2015","Jornada.B","2",24,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6455","JER 2015","Jornada.B","2",24.5,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6456","JER 2015","Jornada.B","2",25,NA,NA,"ACHY",42,"Graminoid","Perennial",NA,NA,NA,NA,"ACHY",49,49,42,NA
"6457","JER 2015","Jornada.B","2",3,"FLCE",25,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6458","JER 2015","Jornada.B","2",3.5,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6459","JER 2015","Jornada.B","2",4,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6460","JER 2015","Jornada.B","2",4.5,NA,NA,"BODA2",47,"Graminoid","Perennial",NA,NA,NA,NA,"BODA2",43,43,47,NA
"6461","JER 2015","Jornada.B","2",5,NA,NA,"BODA2",50,"Graminoid","Perennial",NA,NA,NA,NA,"BODA2",39,39,50,NA
"6462","JER 2015","Jornada.B","2",5.5,NA,NA,"BODA2",45,"Graminoid","Perennial",NA,NA,NA,NA,NA,NA,NA,45,NA
"6463","JER 2015","Jornada.B","2",6,NA,NA,"BODA2",30,"Graminoid","Perennial",NA,NA,NA,NA,"BODA2",39,39,30,NA
"6464","JER 2015","Jornada.B","2",6.5,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6465","JER 2015","Jornada.B","2",7,NA,NA,"BODA2",49,"Graminoid","Perennial",NA,NA,NA,NA,"BODA2",42,42,49,NA
"6466","JER 2015","Jornada.B","2",7.5,NA,NA,"BODA2",47,"Graminoid","Perennial",NA,NA,NA,NA,"BODA2",59,59,47,NA
